EventTimestamp,Symbol,EventType,PositionId,Confidence,Reason,Extra,RValue
2026-04-01T08:35:32.4020000Z,USDJPY,BotStop,0,,,,
2026-04-01T08:35:38.2140000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-04-01T08:47:21.8510000Z,USDJPY,BotStop,0,,,,
2026-04-01T08:47:27.0380000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-04-01T08:55:46.4560000Z,USDJPY,BotStop,0,,,,
2026-04-01T08:55:51.4090000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-04-01T09:21:42.8500000Z,USDJPY,BotStop,0,,,,
2026-04-01T09:21:48.1310000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-04-01T09:35:44.5500000Z,USDJPY,BotStop,0,,,,
2026-04-01T09:35:49.7690000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-04-01T10:18:18.2120000Z,USDJPY,BotStop,0,,,,
2026-04-01T10:18:23.3060000Z,USDJPY,BotStart,0,,Started on Minute5,,
2026-04-01T10:31:36.6940000Z,USDJPY,BotStop,0,,,,
2026-04-01T10:31:41.6480000Z,USDJPY,BotStart,0,,Started on Minute5,,
